DrugID	DrugName	SMILES
SmallMolecule_335	Desfesoterodine	CC(C)N(CC[C@H](c1ccccc1)c2cc(ccc2O)CO)C(C)C.C(CC(=O)O)C(=O)O
SmallMolecule_336	Desflurane	C(C(F)(F)F)(OC(F)F)F
SmallMolecule_337	Desloratadine	c1cc2c(nc1)C(=C3CCNCC3)c4ccc(cc4CC2)Cl
SmallMolecule_338	Desmopressin	CC(=O)O.c1ccc(cc1)C[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)N2)Cc3ccc(cc3)O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N.O.O.O
SmallMolecule_339	Desogestrel	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
SmallMolecule_340	Desonide	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O
SmallMolecule_341	Desvenlafaxine	CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O
SmallMolecule_342	Deutetrabenazine	[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]3CC(=O)[C@H](CN3CC2)CC(C)C
SmallMolecule_343	Dexamethasone	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
SmallMolecule_344	Dexketoprofen	C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O
SmallMolecule_345	Dexlansoprazole	Cc1c(ccnc1C[S@@](=O)c2[nH]c3ccccc3n2)OCC(F)(F)F
SmallMolecule_346	Dexmedetomidine	Cc1cccc(c1C)[C@H](C)c2c[nH]cn2
SmallMolecule_347	Dexmethylphenidate	COC(=O)[C@H](c1ccccc1)[C@H]2CCCCN2
SmallMolecule_348	Dexrazoxane	C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
SmallMolecule_349	Dexsotalol	CC(C)NC[C@H](c1ccc(cc1)NS(=O)(=O)C)O
SmallMolecule_350	Dextromethorphan	CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4c3cc(cc4)OC.Br
SmallMolecule_351	Dhtgel	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
SmallMolecule_352	Diacerein	CC(=O)Oc1cccc2c1C(=O)c3c(cc(cc3OC(=O)C)C(=O)O)C2=O
SmallMolecule_353	Diamorphine	CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CCN([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C.Cl
SmallMolecule_354	Dianhydrogalactitol	C1[C@@H](O1)[C@@H]([C@@H]([C@@H]2CO2)O)O
SmallMolecule_355	Diazepam	CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
SmallMolecule_356	Diclofenac	c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
SmallMolecule_357	Diclofenamide	c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
SmallMolecule_358	Didanosine	c1[nH]c2c(c(=O)n1)ncn2[C@H]3CC[C@H](O3)CO
SmallMolecule_359	Dienogest	C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O
SmallMolecule_360	Difluprednate	CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C
SmallMolecule_361	Dihydroergocristine	CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C
SmallMolecule_362	Dihydroergotamine	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C
SmallMolecule_363	Diltiazem	CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC
SmallMolecule_364	Dimethyl	COC(=O)/C=C/C(=O)OC
SmallMolecule_365	Dinalbuphine	c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CCN4CC6CCC6)[C@@H](O2)[C@H](CC5)O)O)OC(=O)CCCCCCCCC(=O)Oc7ccc8c9c7O[C@@H]1[C@]92CCN([C@H](C8)[C@@]2(CC[C@@H]1O)O)CC1CCC1
SmallMolecule_366	Dinoprostone	CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O
SmallMolecule_367	Diquafosol	c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4ccc(=O)[nH]c4=O)O)O)O)O.[Na+].[Na+].[Na+].[Na+]
SmallMolecule_368	Dirithromycin	CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O
SmallMolecule_369	Diroximel	COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O
SmallMolecule_370	Dithranol	c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2
SmallMolecule_371	Divalproex	CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
SmallMolecule_372	Docarpamine	CCOC(=O)Oc1ccc(cc1OC(=O)OCC)CCNC(=O)[C@H](CCSC)NC(=O)C
SmallMolecule_373	Docetaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)O)C)O
SmallMolecule_374	Dofetilide	CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C
SmallMolecule_375	Dolasetron	c1ccc2c(c1)c(c[nH]2)C(=O)O[C@@H]3C[C@@H]4CC5C[C@H](C3)N4CC5=O
SmallMolecule_376	Dolutegravir	C[C@@H]1CCO[C@@H]2N1C(=O)c3c(c(=O)c(cn3C2)C(=O)NCc4ccc(cc4F)F)[O-].[Na+]
SmallMolecule_377	Domperidone	c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl
SmallMolecule_378	Donafenib	[2H]C([2H])([2H])NC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl.Cc1ccc(cc1)S(=O)(=O)O
SmallMolecule_379	Donepezil	COc1cc2c(cc1OC)C(=O)C(C2)CC3CCN(CC3)Cc4ccccc4
SmallMolecule_380	Doravirine	Cn1c(n[nH]c1=O)Cn2ccc(c(c2=O)Oc3cc(cc(c3)Cl)C#N)C(F)(F)F
SmallMolecule_381	Doripenem	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O
SmallMolecule_382	Dorzolamide	CCN[C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C.Cl
SmallMolecule_383	Dosmalfate	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc3cc(c4c(=O)cc(oc4c3)c5ccc(c(c5)OS(=O)(=O)O)OC)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O.O[Al](O)O[Al](O)O
SmallMolecule_384	Dotinurad	c1ccc2c(c1)N(CS2(=O)=O)C(=O)c3cc(c(c(c3)Cl)O)Cl
SmallMolecule_385	Doxacurium	C[N@+]1(CCc2cc(c(c(c2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N@+]4(CCc5cc(c(c(c5[C@@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)OC)C.[Cl-].[Cl-]
SmallMolecule_386	Doxazosin	COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4COc5ccccc5O4
SmallMolecule_387	Doxepin	CN(C)CC/C=C/1\c2ccccc2COc3c1cccc3.Cl
SmallMolecule_388	Doxercalciferol	C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
SmallMolecule_389	Doxifluridine	C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c(=O)[nH]c2=O)F)O)O
SmallMolecule_390	Doxofylline	Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC3OCCO3
SmallMolecule_391	Doxorubicin	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O
SmallMolecule_392	Doxycycline	CCO.C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O.C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O.O.Cl
SmallMolecule_393	Dronabinol	CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O
SmallMolecule_394	Dronedarone	CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCCN(CCCC)CCCC
SmallMolecule_395	Drospirenone	C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
SmallMolecule_396	Droxidopa	c1cc(c(cc1[C@H]([C@@H](C(=O)O)N)O)O)O
SmallMolecule_397	Duloxetine	CNCC[C@@H](c1cccs1)Oc2cccc3c2cccc3
SmallMolecule_398	Duowell	CCCc1n(c2c(n1)c(cc(c2)c3n(c4c(n3)cccc4)C)C)Cc5ccc(cc5)c6c(cccc6)C(=O)O.CC(c1nc(nc(c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O[Ca]OC(=O)C[C@H](O)C[C@H](O)/C=C/c2c(nc(nc2c3ccc(cc3)F)N(S(=O)(=O)C)C)C(C)C)c4ccc(cc4)F)N(S(=O)(=O)C)C)C
SmallMolecule_399	Dutasteride	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
SmallMolecule_400	Duvelisib	C[C@@H](c1cc2cccc(c2c(=O)n1c3ccccc3)Cl)Nc4c5c([nH]cn5)ncn4.O
SmallMolecule_401	Ebastine	CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4
SmallMolecule_402	Eberconazole	c1ccc2c(c1)CCc3cc(cc(c3C2n4ccnc4)Cl)Cl
SmallMolecule_403	Ecabet	CC(C)c1cc2c(cc1S(=O)(=O)O)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C
SmallMolecule_404	Econazole	c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl.[N+](=O)(O)[O-]
SmallMolecule_405	Edaravone	CC1=NN(C(=O)C1)c2ccccc2
SmallMolecule_406	Edoxaban	CN1CCc2c(sc(n2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)Nc4ccc(cn4)Cl)C(=O)N(C)C)C1
SmallMolecule_407	Efavirenz	c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
SmallMolecule_408	Efinaconazole	C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)N3CCC(=C)CC3
SmallMolecule_409	Eflornithine	C(CC(C(F)F)(C(=O)O)N)CN
SmallMolecule_410	Efonidipine	CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)c3cccc(c3)[N+](=O)[O-])C(=O)OCCN(Cc4ccccc4)c5ccccc5.Cl
SmallMolecule_411	Egualen	CCc1cc(c-2cc(cccc12)C(C)C)S(=O)(=O)[O-].[Na+]
SmallMolecule_412	Elagolix	Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCC(=O)O)c4cccc(c4F)OC
SmallMolecule_413	Elbasvir	CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]c(cn2)c3ccc4c(c3)cc-5n4[C@@H](Oc6c5ccc(c6)c7cnc([nH]7)[C@@H]8CCCN8C(=O)[C@H](C(C)C)NC(=O)OC)c9ccccc9)NC(=O)OC
SmallMolecule_414	Eldecalcitol	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H]([C@H]([C@@H](C3=C)O)OCCCO)O)C
SmallMolecule_415	Eletriptan	CN1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4
SmallMolecule_416	Eliglustat	CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](c2ccc3c(c2)OCCO3)O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](c2ccc3c(c2)OCCO3)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
SmallMolecule_417	Elobixibat	CCCCC1(CN(c2cc(c(cc2S(=O)(=O)C1)OCC(=O)N[C@H](c3ccccc3)C(=O)NCC(=O)O)SC)c4ccccc4)CCCC
SmallMolecule_418	Elsulfavirine	CCC(=O)NS(=O)(=O)c1ccc(c(c1)Cl)NC(=O)Cc2ccc(c(c2F)Oc3cc(cc(c3)Cl)C#N)Br
SmallMolecule_419	Eltrombopag	Cc1ccc(cc1C)N2C(=O)/C(=N\Nc3cccc(c3O)c4cccc(c4)C(=O)O)/C(=N2)C
SmallMolecule_420	Eluxadoline	Cc1cc(cc(c1C[C@@H](C(=O)N(Cc2ccc(c(c2)C(=O)O)OC)[C@@H](C)c3[nH]cc(n3)c4ccccc4)N)C)C(=O)N.Cl.Cl
SmallMolecule_421	Emedastine	CCOCCn1c(nc2c1cccc2)N3CCN(CCC3)C.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O
SmallMolecule_422	Emitasvir	CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]c3ccc(cc3n2)c4ccc(c5c4[C@H]6CC[C@@H]5C6)c7ccc(cc7)c8cnc([nH]8)[C@@H]9CCCN9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.OP(=O)(O)O.OP(=O)(O)O
SmallMolecule_423	Empagliflozin	c1cc(ccc1Cc2cc(ccc2Cl)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4CCOC4
SmallMolecule_424	Emtricitabine	c1c(c(nc(=O)n1[C@@H]2CS[C@@H](O2)CO)N)F
SmallMolecule_425	Enalapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
SmallMolecule_426	Enasidenib	CC(C)(CNc1nc(nc(n1)Nc2ccnc(c2)C(F)(F)F)c3cccc(n3)C(F)(F)F)O
SmallMolecule_427	Encorafinib	C[C@@H](CNc1nccc(n1)c2cn(nc2c3cc(cc(c3F)NS(=O)(=O)C)Cl)C(C)C)NC(=O)OC
SmallMolecule_428	Enoxacin	CCn1cc(c(=O)c2c1nc(c(c2)F)N3CCNCC3)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
SmallMolecule_429	Enprostil	COC(=O)CCC=C=CC[C@@H]1[C@H]([C@@H](CC1=O)O)/C=C/[C@H](COc2ccccc2)O
SmallMolecule_430	Ensartinib	C[C@@H]1CN(C[C@@H](N1)C)C(=O)c2ccc(cc2)NC(=O)c3cc(c(nn3)N)O[C@H](C)c4c(ccc(c4Cl)F)Cl
SmallMolecule_431	Entacapone	CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N
SmallMolecule_432	Entecavir	C=C1[C@H](C[C@@H]([C@H]1CO)O)n2cnc3c2nc([nH]c3=O)N
SmallMolecule_433	Entericcoated	Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])O)C(=O)OC2.[Na+]
SmallMolecule_434	Entrectinib	CN1CCN(CC1)c2ccc(c(c2)NC3CCOCC3)C(=O)Nc4c5cc(ccc5[nH]n4)Cc6cc(cc(c6)F)F
SmallMolecule_435	Enzalutamide	CC1(C(=O)N(C(=S)N1c2ccc(c(c2)F)C(=O)NC)c3ccc(c(c3)C(F)(F)F)C#N)C
SmallMolecule_436	Epalrestat	C/C(=C\c1ccccc1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O
SmallMolecule_437	Eperisone	CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2
SmallMolecule_438	Ephedrine	C[C@@H]([C@@H](c1ccccc1)O)NC.C[C@@H]([C@@H](c1ccccc1)O)NC.OS(=O)(=O)O
SmallMolecule_439	Epinastine	c1ccc2c(c1)Cc3ccccc3N4C2CN=C4N.Cl
SmallMolecule_440	Epinephrine	CNC[C@@H](c1ccc(c(c1)O)O)O
SmallMolecule_441	Epirubicin	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O
SmallMolecule_442	Eplerenone	C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
SmallMolecule_443	Epoprostenol	CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O
SmallMolecule_444	Epristeride	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C
SmallMolecule_445	Eprosartan	CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O
SmallMolecule_446	Eptaplatin	CC(C)C1O[C@@H]([C@H](O1)CN)CN.C1C(=O)O[Pt]OC1=O
SmallMolecule_447	Eravacycline	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)NC(=O)CN5CCCC5)F
SmallMolecule_448	Erdafitinib	CC(C)NCCN(c1ccc2c(c1)nc(cn2)c3cnn(c3)C)c4cc(cc(c4)OC)OC
SmallMolecule_449	Erdosteine	C1CSC(=O)C1NC(=O)CSCC(=O)O
SmallMolecule_450	Eribulin	C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O.CS(=O)(=O)O
SmallMolecule_451	Erlotinib	COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C
SmallMolecule_452	Ert	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O
SmallMolecule_453	Ertapenem	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)Nc4cccc(c4)C(=O)O)C(=O)O)[C@@H](C)O
SmallMolecule_454	Ertugliflozin	CCOc1ccc(cc1)Cc2cc(ccc2Cl)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O
SmallMolecule_455	Erythromycin	CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](CC([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)C)(C)O)C)C)O)(C)O
SmallMolecule_456	Esaxerenone	Cc1c(cn(c1c2ccccc2C(F)(F)F)CCO)C(=O)Nc3ccc(cc3)S(=O)(=O)C
SmallMolecule_457	Escitalopram	CN(C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F
SmallMolecule_458	Esflurbiprofen	C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O
SmallMolecule_459	Esketamine	CN[C@@]1(CCCCC1=O)c2ccccc2Cl
SmallMolecule_460	Eslicarbazepine	CC(=O)O[C@H]1Cc2ccccc2N(c3c1cccc3)C(=O)N
SmallMolecule_461	Esomeprazole	Cc1cnc(c(c1OC)C)C[S@](=O)c2[nH]c3ccc(cc3n2)OC
SmallMolecule_462	Esomezol	Cc1cnc(c(c1OC)C)C[S@](=O)c2nc3cc(ccc3n2[Mg]n4c5ccc(cc5nc4[S@@](=O)Cc6c(c(c(cn6)C)OC)C)OC)OC.O.O.O
SmallMolecule_463	Estradiol	CC(=O)Oc1ccc2c(c1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
SmallMolecule_464	Eszopiclone	CN1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl
SmallMolecule_465	Etidronic	CC(O)(P(=O)(O)O)P(=O)(O)O
SmallMolecule_466	Etizolam	CCc1cc2c(s1)-n3c(nnc3CN=C2c4ccccc4Cl)C
SmallMolecule_467	Etodolac	CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)O
SmallMolecule_468	Etonogestrel	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
SmallMolecule_469	Etoposide	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O
SmallMolecule_470	Etoricoxib	Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C
SmallMolecule_471	Etravirine	Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N
SmallMolecule_472	Eupatilin	COc1ccc(cc1OC)c2cc(=O)c3c(o2)cc(c(c3O)OC)O
SmallMolecule_473	Everolimus	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
SmallMolecule_474	Evocalcet	C[C@H](c1cccc2c1cccc2)N[C@H]3CCN(C3)c4ccc(cc4)CC(=O)O
SmallMolecule_475	Evogliptin	CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@@H](Cc2cc(c(cc2F)F)F)N
SmallMolecule_476	Exemestane	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C
SmallMolecule_477	Extended	Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
SmallMolecule_478	Ezetimibe	c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O
SmallMolecule_479	Fadrozole	c1cc(ccc1C#N)C2CCCc3n2cnc3
SmallMolecule_480	Falecalcitriol	C[C@H](CCCC(C(F)(F)F)(C(F)(F)F)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
SmallMolecule_481	Famciclovir	CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C
SmallMolecule_482	Famotidine	c1c(nc(s1)NC(=N)N)CSCCC(=N)NS(=O)(=O)N
SmallMolecule_483	Fampridine	c1cnccc1N
SmallMolecule_484	Faropenem	C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O
SmallMolecule_485	Fasudil	CS(=O)(=O)O.c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3
SmallMolecule_486	Favipiravir	c1c(nc(c(n1)O)C(=O)N)F
SmallMolecule_487	Febarbamate	CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)c2ccccc2)OC(=O)N
SmallMolecule_488	Febuxostat	Cc1c(sc(n1)c2ccc(c(c2)C#N)OCC(C)C)C(=O)O
SmallMolecule_489	Fedratinib	Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)OCCN4CCCC4.O.Cl.Cl
SmallMolecule_490	Felbamate	c1ccc(cc1)C(COC(=O)N)COC(=O)N
SmallMolecule_491	Felbinac	CCOC(=O)Cc1ccc(cc1)c2ccccc2
SmallMolecule_492	Felodipine	CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C
SmallMolecule_493	Fenfluramine	CCNC(C)Cc1cccc(c1)C(F)(F)F.Cl
SmallMolecule_494	Fenofibrate	CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl
SmallMolecule_495	Fenofibric	CC(C)(C(=O)O)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl
SmallMolecule_496	Fenoldopam	c1cc(ccc1C2CNCCc3c2cc(c(c3Cl)O)O)O
SmallMolecule_497	Fentanyl	CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3ccccc3
SmallMolecule_498	Fenticonazole	c1ccc(cc1)Sc2cccc(c2)COC(Cn3ccnc3)c4ccc(cc4Cl)Cl
SmallMolecule_499	Ferric	C1C(=O)O[Fe]2OC(=O)CC1(C(=O)O2)O
SmallMolecule_500	Fesoterodine	CC(C)C(=O)Oc1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c2ccccc2)CO.C(=C/C(=O)O)\C(=O)O
SmallMolecule_501	Fexinidazole	Cn1c(cnc1COc2ccc(cc2)SC)[N+](=O)[O-]
