smiles_list,Drug_ID,Drug Name
CCCCC1(CN(c2cc(c(cc2S(=O)(=O)C1)OCC(=O)N[C@H](c3ccccc3)C(=O)NCC(=O)O)SC)c4ccccc4)CCCC,SmallMolecule_417,Elobixibat
CCC(=O)NS(=O)(=O)c1ccc(c(c1)Cl)NC(=O)Cc2ccc(c(c2F)Oc3cc(cc(c3)Cl)C#N)Br,SmallMolecule_418,Elsulfavirine
Cc1ccc(cc1C)N2C(=O)/C(=N\Nc3cccc(c3O)c4cccc(c4)C(=O)O)/C(=N2)C,SmallMolecule_419,Eltrombopag
Cc1cc(cc(c1C[C@@H](C(=O)N(Cc2ccc(c(c2)C(=O)O)OC)[C@@H](C)c3[nH]cc(n3)c4ccccc4)N)C)C(=O)N,SmallMolecule_420,Eluxadoline
CCOCCn1c(nc2c1cccc2)N3CCN(CCC3)C,SmallMolecule_421,Emedastine
c1cc(ccc1Cc2cc(ccc2Cl)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4CCOC4,SmallMolecule_423,Empagliflozin
c1c(c(nc(=O)n1[C@@H]2CS[C@@H](O2)CO)N)F,SmallMolecule_424,Emtricitabine
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,SmallMolecule_425,Enalapril
CC(C)(CNc1nc(nc(n1)Nc2ccnc(c2)C(F)(F)F)c3cccc(n3)C(F)(F)F)O,SmallMolecule_426,Enasidenib
C[C@@H](CNc1nccc(n1)c2cn(nc2c3cc(cc(c3F)NS(=O)(=O)C)Cl)C(C)C)NC(=O)OC,SmallMolecule_427,Encorafinib
CCn1cc(c(=O)c2c1nc(c(c2)F)N3CCNCC3)C(=O)O,SmallMolecule_428,Enoxacin
COC(=O)CCC=C=CC[C@@H]1[C@H]([C@@H](CC1=O)O)/C=C/[C@H](COc2ccccc2)O,SmallMolecule_429,Enprostil
C[C@@H]1CN(C[C@@H](N1)C)C(=O)c2ccc(cc2)NC(=O)c3cc(c(nn3)N)O[C@H](C)c4c(ccc(c4Cl)F)Cl,SmallMolecule_430,Ensartinib
CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N,SmallMolecule_431,Entacapone
C=C1[C@H](C[C@@H]([C@H]1CO)O)n2cnc3c2nc([nH]c3=O)N,SmallMolecule_432,Entecavir
Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])O)C(=O)OC2,SmallMolecule_433,Entericcoated
CN1CCN(CC1)c2ccc(c(c2)NC3CCOCC3)C(=O)Nc4c5cc(ccc5[nH]n4)Cc6cc(cc(c6)F)F,SmallMolecule_434,Entrectinib
CC1(C(=O)N(C(=S)N1c2ccc(c(c2)F)C(=O)NC)c3ccc(c(c3)C(F)(F)F)C#N)C,SmallMolecule_435,Enzalutamide
C/C(=C\c1ccccc1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O,SmallMolecule_436,Epalrestat
CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2,SmallMolecule_437,Eperisone
c1ccc2c(c1)Cc3ccccc3N4C2CN=C4N,SmallMolecule_439,Epinastine
C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O,SmallMolecule_441,Epirubicin
C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,SmallMolecule_442,Eplerenone
CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,SmallMolecule_443,Epoprostenol
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,SmallMolecule_444,Epristeride
CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O,SmallMolecule_445,Eprosartan
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)NC(=O)CN5CCCC5)F,SmallMolecule_447,Eravacycline
CC(C)NCCN(c1ccc2c(c1)nc(cn2)c3cnn(c3)C)c4cc(cc(c4)OC)OC,SmallMolecule_448,Erdafitinib
C1CSC(=O)C1NC(=O)CSCC(=O)O,SmallMolecule_449,Erdosteine
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,SmallMolecule_450,Eribulin
COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C,SmallMolecule_451,Erlotinib
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O,SmallMolecule_452,Ert
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)Nc4cccc(c4)C(=O)O)C(=O)O)[C@@H](C)O,SmallMolecule_453,Ertapenem
CCOc1ccc(cc1)Cc2cc(ccc2Cl)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O,SmallMolecule_454,Ertugliflozin
CCCCCCCCCCCCCCCCCC(=O)O,SmallMolecule_455,Erythromycin
Cc1c(cn(c1c2ccccc2C(F)(F)F)CCO)C(=O)Nc3ccc(cc3)S(=O)(=O)C,SmallMolecule_456,Esaxerenone
CN(C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,SmallMolecule_457,Escitalopram
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,SmallMolecule_458,Esflurbiprofen
CN[C@@]1(CCCCC1=O)c2ccccc2Cl,SmallMolecule_459,Esketamine
CC(=O)O[C@H]1Cc2ccccc2N(c3c1cccc3)C(=O)N,SmallMolecule_460,Eslicarbazepine
Cc1cnc(c(c1OC)C)C[S@](=O)c2[nH]c3ccc(cc3n2)OC,SmallMolecule_461,Esomeprazole
Cc1cnc(c(c1OC)C)C[S@](=O)c2nc3cc(ccc3n2[Mg]n4c5ccc(cc5nc4[S@@](=O)Cc6c(c(c(cn6)C)OC)C)OC)OC,SmallMolecule_462,Esomezol
CC(=O)Oc1ccc2c(c1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,SmallMolecule_463,Estradiol
CN1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,SmallMolecule_464,Eszopiclone
CC(O)(P(=O)(O)O)P(=O)(O)O,SmallMolecule_465,Etidronic
CCc1cc2c(s1)-n3c(nnc3CN=C2c4ccccc4Cl)C,SmallMolecule_466,Etizolam
CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)O,SmallMolecule_467,Etodolac
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,SmallMolecule_468,Etonogestrel
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,SmallMolecule_469,Etoposide
Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C,SmallMolecule_470,Etoricoxib
Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N,SmallMolecule_471,Etravirine
COc1ccc(cc1OC)c2cc(=O)c3c(o2)cc(c(c3O)OC)O,SmallMolecule_472,Eupatilin
C[C@H](c1cccc2c1cccc2)N[C@H]3CCN(C3)c4ccc(cc4)CC(=O)O,SmallMolecule_474,Evocalcet
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@@H](Cc2cc(c(cc2F)F)F)N,SmallMolecule_475,Evogliptin
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,SmallMolecule_476,Exemestane
Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,SmallMolecule_477,Extended
c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O,SmallMolecule_478,Ezetimibe
c1cc(ccc1C#N)C2CCCc3n2cnc3,SmallMolecule_479,Fadrozole
C[C@H](CCCC(C(F)(F)F)(C(F)(F)F)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,SmallMolecule_480,Falecalcitriol
CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C,SmallMolecule_481,Famciclovir
c1c(nc(s1)NC(=N)N)CSCCC(=N)NS(=O)(=O)N,SmallMolecule_482,Famotidine
C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,SmallMolecule_484,Faropenem
CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)c2ccccc2)OC(=O)N,SmallMolecule_487,Febarbamate
Cc1c(sc(n1)c2ccc(c(c2)C#N)OCC(C)C)C(=O)O,SmallMolecule_488,Febuxostat
Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)OCCN4CCCC4,SmallMolecule_489,Fedratinib
c1ccc(cc1)C(COC(=O)N)COC(=O)N,SmallMolecule_490,Felbamate
CCOC(=O)Cc1ccc(cc1)c2ccccc2,SmallMolecule_491,Felbinac
CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,SmallMolecule_492,Felodipine
CCNC(C)Cc1cccc(c1)C(F)(F)F,SmallMolecule_493,Fenfluramine
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,SmallMolecule_494,Fenofibrate
CC(C)(C(=O)O)Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,SmallMolecule_495,Fenofibric
c1cc(ccc1C2CNCCc3c2cc(c(c3Cl)O)O)O,SmallMolecule_496,Fenoldopam
CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3ccccc3,SmallMolecule_497,Fentanyl
c1ccc(cc1)Sc2cccc(c2)COC(Cn3ccnc3)c4ccc(cc4Cl)Cl,SmallMolecule_498,Fenticonazole
C1C(=O)O[Fe]2OC(=O)CC1(C(=O)O2)O,SmallMolecule_499,Ferric
CC(C)C(=O)Oc1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c2ccccc2)CO,SmallMolecule_500,Fesoterodine
Cn1c(cnc1COc2ccc(cc2)SC)[N+](=O)[O-],SmallMolecule_501,Fexinidazole
CC(C)(c1ccc(cc1)C(CCCN2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)O,SmallMolecule_502,Fexofenadine
c1cc(n2c(c1)nc(n2)NC(=O)C3CC3)c4ccc(cc4)CN5CCS(=O)(=O)CC5,SmallMolecule_504,Filgotinib
CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CC(=S)N(C)C)C,SmallMolecule_505,Fimasartan
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,SmallMolecule_506,Finasteride
CCOc1c2c(c(cn1)C)NC(=C([C@H]2c3ccc(cc3OC)C#N)C(=O)N)C,SmallMolecule_507,Finerenone
CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N,SmallMolecule_508,Fingolimod
CN1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)O)CCF)F,SmallMolecule_509,Fleroxacin
c1ccc2c(c1)[nH]c(=O)n2CCN3CCN(CC3)c4cccc(c4)C(F)(F)F,SmallMolecule_510,Flibanserin
CO[C@@]1([C@@H]2N(C1=O)C(=C(CO2)CSc3nnnn3CCO)C(=O)O)NC(=O)CSC(F)F,SmallMolecule_511,Flomoxef
CNc1ccc(cc1)/C=C/c2ccc(nc2)OCCOCCOCC[18F],SmallMolecule_512,Florbetapir
c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,SmallMolecule_513,Fluconazole
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,SmallMolecule_514,Fludarabine
Cc1c(cc(cn1)NC(=O)c2ccc(c(c2)C(F)(F)F)CN3CCN(CC3)C)Nc4nccc(n4)c5cccnc5,SmallMolecule_515,Flumbatinib
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O,SmallMolecule_516,Flunisolide
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O,SmallMolecule_517,Fluocinolone
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,SmallMolecule_518,Fluocinonide
CNCCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F,SmallMolecule_520,Fluoxetine
CC(c1ccc(c(c1)F)c2ccccc2)C(=O)O,SmallMolecule_521,Flurbiprofen
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O,SmallMolecule_522,Flurithromycin
CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,SmallMolecule_523,Fluticasone
c1ccc(cc1)C(c2ccc(cc2)F)(c3ccccc3F)n4ccnc4,SmallMolecule_524,Flutrimazole
CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)c3ccc(cc3)F,SmallMolecule_525,Fluvastatin
COCCCC/C(=N\OCCN)/c1ccc(cc1)C(F)(F)F,SmallMolecule_526,Fluvoxamine
C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,SmallMolecule_529,Formestane
C[C@H](Cc1ccc(cc1)OC)NC[C@@H](c2ccc(c(c2)NC=O)O)O,SmallMolecule_530,Formoterol
c1c(c2c([nH]1)c(=O)nc[nH]2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O,SmallMolecule_531,Forodesine
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)c3ccc(cc3)N,SmallMolecule_532,Fosamprenavir
C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)Cc3[nH]c(=O)n(n3)P(=O)(O)O)c4ccc(cc4)F,SmallMolecule_533,Fosaprepitant
c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)OP(=O)(O)O,SmallMolecule_535,Fosfluconazole
CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,SmallMolecule_537,Fosinopril
c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)c3ccccc3,SmallMolecule_538,Fosphenytoin
CC1(C(=O)N(c2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)COP(=O)([O-])[O-])C,SmallMolecule_540,Fostamatinib
Cc1ncn(n1)c2c3c(c(cn2)OC)c(cn3COP(=O)(O)O)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,SmallMolecule_541,Fostemsavir
CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,SmallMolecule_542,Fotemustine
CN[C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,SmallMolecule_543,Frovatriptan
Cc1c(c2ccc(cc2o1)Oc3c4cc(c(cc4ncn3)OC)OC)C(=O)NC,SmallMolecule_544,Fruquintinib
C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O,SmallMolecule_546,Fulvestrant
c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl,SmallMolecule_547,Furosemide
c1ccc2c(c1)c(n[nH]c2=O)Cc3ccc(c(c3)C(=O)N4CCn5c(nc(n5)C(F)(F)F)C4)F,SmallMolecule_548,Fuzuloparib
CCOC(=O)c1ccc(cc1)OC(=O)CCCCCNC(=N)N,SmallMolecule_550,Gabexate
C1CN2CCN(CCN3CCN1CC(=O)O[Gd](OC(=O)C2)OC(=O)C3)[C@H](CO)[C@@H](CO)O,SmallMolecule_551,Gadobutrol
COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],SmallMolecule_552,Gadoversetamide
CN1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O,SmallMolecule_553,Galantamine
c1nc2c(n1COC(CO)CO)[nH]c(nc2=O)N,SmallMolecule_554,Ganciclovir
C[C@@H]1c2ccc(cc2CN1)c3ccc4c(c3OC(F)F)n(cc(c4=O)C(=O)O)C5CC5,SmallMolecule_555,Garenoxacin
CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,SmallMolecule_556,Gatifloxacin
COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,SmallMolecule_557,Gefitinib
c1cn(c(=O)nc1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,SmallMolecule_558,Gemcitabine
Cc1ccc(c(c1)OCCCC(C)(C)C(=O)O)C,SmallMolecule_559,Gemfibrozil
CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,SmallMolecule_560,Gemifloxacin
C1CN(Cc2c1c(nc(n2)C(F)(F)F)C(F)(F)F)C(=O)C[C@@H](CN3CC(CCC3=O)(F)F)N,SmallMolecule_561,Gemigliptin
C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)N,SmallMolecule_562,Gentamicin
CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,SmallMolecule_563,Gestrinone
CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5,SmallMolecule_564,Gilteritinib
CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C,SmallMolecule_565,Ginsenoside
CN1CC[C@H](C[C@@H]1c2[nH]c3ccccc3n2)NC(=O)Nc4ccc(cc4)C#N,SmallMolecule_566,Glasdegib
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,SmallMolecule_567,Gliclazide
c1ccc(cc1)CCCC(=O)OCC(COC(=O)CCCc2ccccc2)OC(=O)CCCc3ccccc3,SmallMolecule_569,Glycerol
C[N+]1(CC[C@@H](C1)OC(=O)[C@@](c2ccccc2)(C3CCCC3)O)C,SmallMolecule_570,Glycopyrronium
c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)NC(=O)CC[C@H](C(=O)O)N,SmallMolecule_572,Golotimod
c1cnc(nc1)N2CCN(CC2)[C@H]3C[C@H](NC3)C(=O)N4CCC(C4)(F)F,SmallMolecule_573,Gosogliptin
Cn1c2ccccc2c(n1)C(=O)N[C@H]3C[C@H]4CCC[C@@H](C3)N4C,SmallMolecule_574,Granisetron
CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)Oc5c(nc6ccc(cc6n5)OC)CCCCC[C@@H]7C[C@H]7OC(=O)N1,SmallMolecule_575,Grazoprevir
CC1(Oc2ccccc2C(=O)O1)Oc3ccccc3OC,SmallMolecule_576,Guaimesal
c1cc(c(c(c1)Cl)CC(=O)NC(=N)N)Cl,SmallMolecule_577,Guanfacine
C(CCCNC(=N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O,SmallMolecule_578,Gusperimus
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl,SmallMolecule_579,Halobetasol
CCCCN(CCCC)CCC(c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O,SmallMolecule_580,Halofantrine
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F,SmallMolecule_581,Halometasone
Cc1/c/2c/c3n/c(c\c4c(c(c([nH]4)/cc/5\nc(/cc(/c1CCC(=O)O)\[nH]2)C(=C5C)CCC(=O)O)C)C(C)O)/C(=C3C(C)O)C,SmallMolecule_582,Hematoporphyrin
Cc1/c/2c/c3n/c(c\c4c(c(c/5n4[Fe]n2/c(/c1CCC(=O)O)c\c6n/c(c5)/C(=C6CCC(=O)O)C)C=C)C)/C(=C3C)C=C,SmallMolecule_583,Heme
Cc1c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c(c1CCC(=O)O)[nH]2)/C(=C5C)CCC(=O)O)C)C(C)OC)C(=C3C(C)O)C,SmallMolecule_584,Hemporfin
CC\1=NN(C(=O)/C1=N\Nc2cccc(c2O)c3ccc(o3)C(=O)O)c4ccc5c(c4)CC5,SmallMolecule_585,Hetrombopag
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,SmallMolecule_586,Hormonin
C/C=C/1\[C@@H]2Cc3c(ccc(=O)[nH]3)[C@]1(CC(=C2)C)N,SmallMolecule_587,Huperzine
CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC,SmallMolecule_588,Hydrocodone
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,SmallMolecule_589,Hydrocortisone
CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O,SmallMolecule_590,Hydromorphone
CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,SmallMolecule_593,Hydroxyprogesterone
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,SmallMolecule_594,Ibandronic
C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)n6c(ncn6)c7ccncc7)C)C)C,SmallMolecule_595,Ibrexafungerp
C=CC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,SmallMolecule_596,Ibrutinib
CC(C)c1c(c2ccccn2n1)C(=O)C(C)C,SmallMolecule_597,Ibudilast
CC(C)Cc1ccc(cc1)C(C)C(=O)O,SmallMolecule_598,Ibuprofen
CCCCCCCN(CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O,SmallMolecule_599,Ibutilide
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,SmallMolecule_600,Icosapent
C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4,SmallMolecule_601,Icotinib
CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,SmallMolecule_602,Idebenone
CC[C@@H](c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c([nH]cn5)ncn4,SmallMolecule_603,Idelalisib
c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)I,SmallMolecule_604,Idoxuridine
CS(=O)(=O)Nc1cc2c(cc1Oc3ccccc3)c(=O)c(co2)NC=O,SmallMolecule_605,Iguratimod
Cc1c(ccnc1CS(=O)c2[n-]c3ccc(cc3n2)n4cccc4)OC,SmallMolecule_606,Ilaprazole
CC(=O)c1ccc(c(c1)OC)OCCCN2CCC(CC2)c3c4ccc(cc4on3)F,SmallMolecule_607,Iloperidone
CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,SmallMolecule_608,Iloprost
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,SmallMolecule_609,Imatinib
Cc1nccn1CCC(c2ccccc2)(c3ccccc3)C(=O)N,SmallMolecule_611,Imidafenacin
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O,SmallMolecule_612,Imidapril
c1c(nc[nH]1)CCNC(=O)CCCC(=O)O,SmallMolecule_614,Imidazolyl
CC(C)Cn1cnc2c1c3ccccc3nc2N,SmallMolecule_615,Imiquimod
CCCN1CC(=C(C1=O)c2ccc(cc2)C)c3ccc(cc3)S(=O)(=O)C,SmallMolecule_616,Imrecoxib
C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,SmallMolecule_617,Incadronic
CCc1cc2c(cc1CC)CC(C2)NC[C@@H](c3ccc(c4c3ccc(=O)[nH]4)O)O,SmallMolecule_618,Indacaterol
c1cc2c(c(c1)OCC3CNCCO3)CC=C2,SmallMolecule_619,Indeloxazine
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5,SmallMolecule_620,Indinavir
CN1CC2CC(CC(C1)N2C)NC(=O)c3c4ccccc4[nH]n3,SmallMolecule_621,Indisetron
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,SmallMolecule_622,Indometacin
c1ccc(cc1)C(=O)NC2CCN(CC2)CCc3c[nH]c4c3cccc4,SmallMolecule_623,Indoramin
